nodeId,labels,name,preferredTerm,fsn,conceptType,synonyms,category,difficulty,cuisineType,prepTime,cookTime,servings,tags,filePath,amount,unit,isMain,description,stepNumber,methods,tools,timeEstimate
201001096,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,将保留的切碎草莓折叠进冰淇淋基料，倒入冷冻安全容器，淋上冷却的草莓糖浆并轻轻旋入，盖上盖子冷冻8小时后即可享用。,5.0,"折叠,冷冻","冷冻安全容器,盖子",8小时
201001097,Recipe,酸奶意式奶冻,酸奶意式奶冻,,Recipe,,甜品,4.0,,5分钟,10分钟,3-6人,"改良版意式奶冻,减糖,搭配果酱水果香草",dishes\dessert\酸奶意式奶冻\酸奶意式奶冻.md,,,,,,,,
201001098,Ingredient,淡奶油,淡奶油,,Ingredient,,蛋白质,,,,,,,,200,g,True,,,,,
201001099,Ingredient,糖,糖,,Ingredient,,调料,,,,,,,,40,g,False,,,,,
201001100,Ingredient,原味酸奶,原味酸奶,,Ingredient,,蛋白质,,,,,,,,250,g,True,,,,,
201001101,Ingredient,吉利丁片,吉利丁片,,Ingredient,,其他,,,,,,,,6,g,False,,,,,
201001102,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,吉利丁片剪成小片，泡入冷水中,1.0,切,"刀,盆",2分钟
201001103,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,淡奶油和糖放入锅中，加热至60度,2.0,加热,"锅,温度计",3分钟
201001104,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,关火，吉利丁从水中取出，控干水份，加入热淡奶油中，搅拌均匀,3.0,搅拌,筷子或搅拌棒,1分钟
201001105,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,淡奶油降温至40度，加入原味酸奶，搅拌均匀,4.0,搅拌,"温度计,筷子或搅拌棒",2分钟
201001106,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,将上述步骤得到的混合物过两遍筛网,5.0,过滤,筛网,2分钟
201001107,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,分装入合适的容器，放入冰箱冷藏4小时以上,6.0,冷藏,"容器,冰箱",4小时以上
201001108,Recipe,雪花酥,雪花酥,,Recipe,,甜品,3.0,,5分钟,25分钟,1份,棉花糖加热时间越长成品越硬,dishes\dessert\雪花酥\雪花酥.md,,,,,,,,
201001109,Ingredient,无盐黄油,无盐黄油,,Ingredient,,调料,,,,,,,,20,g,False,,,,,
201001110,Ingredient,棉花糖,棉花糖,,Ingredient,,其他,,,,,,,,75,g,True,,,,,
201001111,Ingredient,全脂奶粉,全脂奶粉,,Ingredient,,其他,,,,,,,,40,g,True,,,,,
201001112,Ingredient,混合坚果,混合坚果,,Ingredient,,其他,,,,,,,,60,g,True,,,,,
201001113,Ingredient,饼干,饼干,,Ingredient,,淀粉类,,,,,,,,75,g,True,,,,,
201001114,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,饼干超过一元硬币大小先切成小块,1.0,切,刀,2分钟
201001115,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,无盐黄油加入锅中，小火加热至无盐黄油完全融化,2.0,加热,不粘平底锅,2-3分钟
201001116,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,棉花糖加入锅中，使用刮刀搅拌，直至棉花糖融化并与无盐黄油均匀融合,3.0,搅拌,"不粘平底锅,烘焙刮刀",3-4分钟
201001117,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,20g 奶粉加入锅中，使用刮刀搅拌，奶粉与黄油棉花糖混合物搅拌均匀后立即关火,4.0,搅拌,"不粘平底锅,烘焙刮刀",30秒
201001118,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,准备好的所有混合坚果与饼干趁热加入锅中，使用刮刀搅拌,5.0,搅拌,"不粘平底锅,烘焙刮刀",1分钟
201001119,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,搅拌到温度下降到手可以接触的温度后，戴上一次塑料手套，在锅中搓揉或者双手拿起拉扯，让饼干混合坚果与棉花糖黄油奶粉混合物分散均匀,6.0,"搓揉,拉扯",一次性塑料手套,2-3分钟
201001120,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,将上述步骤混合物压入模具中，边角压实，擀面杖擀平，未满的一边用手尽量压成直边,7.0,"压,擀","雪花酥模具,擀面杖",2-3分钟
201001121,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,室温放凉，完全冷却后脱模，按照模具纹路切块，或切成自己喜欢的大小，撒上剩余奶粉，尽量使雪花酥每面都沾上奶粉,8.0,"冷却,切块,撒粉",刀,10-15分钟
201001122,Recipe,魔芋蛋糕,魔芋蛋糕,,Recipe,,甜品,4.0,,约10分钟,25分钟,1份（9.25×5×1英寸）,"低热量,无麸质,生酮友好,戚风手法,小岛翻拌法",dishes\dessert\魔芋蛋糕\魔芋蛋糕.md,,,,,,,,
201001123,Ingredient,鸡蛋,鸡蛋,,Ingredient,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,3,个,True,,,,,
201001124,Ingredient,赤藓糖醇,赤藓糖醇,,Ingredient,,调料,,,,,,,,50,克,False,,,,,
201001125,Ingredient,可可粉,可可粉,,Ingredient,,调料,,,,,,,,10,克,False,,,,,
201001126,Ingredient,魔芋粉,魔芋粉,,Ingredient,,淀粉类,,,,,,,,10,克,True,,,,,
201001127,Ingredient,塔塔粉,塔塔粉,,Ingredient,,调料,,,,,,,,1,克,False,,,,,
201001128,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,预热烤箱至350℉（150℃）。,1.0,预热,烤箱,5分钟
201001129,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,从冰箱取出鸡蛋，准备两个干净容器，分别盛放蛋清与蛋黄；确保蛋清容器无油、蛋黄容器无水。,2.0,分离,"容器,分蛋器（可选）",2-3分钟
201001130,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,蛋清中加入1g塔塔粉，用电动打蛋器高速打发至粗大气泡，加入50g赤藓糖醇；再转中低速打发至干性发泡（提起打蛋器呈短小直立尖角，倒扣容器不滑落）。,3.0,打发,"电动打蛋器,容器",3-5分钟
201001131,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,将蛋黄加入打发的蛋清中，用电动打蛋器中低速搅拌均匀。,4.0,搅拌,电动打蛋器,30秒
201001132,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,加入10g可可粉和10g魔芋粉，先用餐刀翻拌（避免粉末飞溅），再低速搅拌均匀。,5.0,"翻拌,搅拌","餐刀,电动打蛋器",1分钟
201001133,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,模具铺好烘焙纸，倒入蛋糕糊，用餐刀抹平表面，轻震模具排出大气泡。,6.0,"倒入,抹平,震模","金属蛋糕模具,烘焙纸,餐刀",1分钟
201001134,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,放入预热好的烤箱，烘烤25分钟。,7.0,烘烤,"烤箱,隔热手套",25分钟
201001135,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,烤好后戴隔热手套取出模具，可选从高处落下震出热气，倒扣冷却10分钟，再脱模切块食用。,8.0,"震模,倒扣,脱模,切块","隔热手套,餐刀",10分钟
201001136,Recipe,龟苓膏,龟苓膏,,Recipe,,甜品,2.0,,5分钟,10分钟,2-4人,"冷却过程中不可随意移动容器,加热时避免使用大火,可添加蜂蜜、炼乳或水果,不同品牌龟苓膏粉需调整配比",dishes\dessert\龟苓膏\龟苓膏.md,,,,,,,,
201001137,Ingredient,龟苓膏粉,龟苓膏粉,,Ingredient,,淀粉类,,,,,,,,25,克,True,,,,,
201001138,Ingredient,冷水,冷水,,Ingredient,,其他,,,,,,,,120,毫升,False,,,,,
201001139,Ingredient,开水,开水,,Ingredient,,其他,,,,,,,,500,毫升,False,,,,,
201001140,Ingredient,白砂糖,白砂糖,,Ingredient,,调料,,,,,,,,100,克,False,,,,,
201001141,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,在锅中倒入龟苓膏粉25克与冷水120毫升，充分搅拌至无颗粒感。,1.0,搅拌,"锅,搅拌工具",2分钟
201001142,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,在另一个容器中加入白砂糖100克，倒入沸水500毫升，搅拌至糖完全溶解。,2.0,搅拌,"容器,搅拌工具",1分钟
201001143,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,将糖水缓慢倒入龟苓膏粉液中，立即搅拌均匀，避免结块。,3.0,搅拌,搅拌工具,1分钟
201001144,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,将混合液体放入锅中，加热时保持中小火，并持续搅拌以防粘锅。,4.0,"加热,搅拌","锅,搅拌工具",5分钟
201001145,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,加热至液体变粘稠并开始冒小泡，即可关火。,5.0,加热,锅,1分钟
201001146,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,快速将液体倒入模具中，自然冷却凝固。建议冷藏1~2小时后食用，口感更佳。,6.0,冷却,模具或碗,1~2小时
201001147,Recipe,B52轰炸机,B52轰炸机,,Recipe,"[{'term': 'B52轰油炸机', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'B52轰deep-fried机', 'language': 'en', 'language_code': 'en-US'}]",饮料,3.0,,2分钟,1分钟,1杯,"点燃后饮用,使用短吸管,冰火两重天体验,女士可用吸管,男士可一口闷",dishes\drink\B52轰炸机.md,,,,,,,,
201001148,Ingredient,甘露咖啡酒,甘露咖啡酒,,Ingredient,,其他,,,,,,,,10,毫升,True,,,,,
201001149,Ingredient,爱尔兰百利甜酒,爱尔兰百利甜酒,,Ingredient,,其他,,,,,,,,10,毫升,True,,,,,
201001150,Ingredient,蓝天原味伏特加,蓝天原味伏特加,,Ingredient,,其他,,,,,,,,10,毫升,True,,,,,
201001151,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,在利口酒杯的最底层倒入甘露咖啡酒到 1/3 处。(10ml),1.0,倒,利口酒杯,10秒
201001152,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,顺着吧勺缓缓倒入爱尔兰百利甜酒，也是 1/3 处 (10ml)。注意要慢，保证层次分明。（太快甜酒会和咖啡混合）,2.0,倒,"吧勺,利口酒杯",15秒
201001153,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,最后在上层倒入蓝天原味伏特加 （10ml),3.0,倒,利口酒杯,10秒
201001154,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,用打火机热一下杯口,4.0,加热,"打火机,利口酒杯",5秒
201001155,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,最后一步点火： 看到淡蓝色的小火苗了吗？,5.0,点燃,"打火机,利口酒杯",5秒
201001156,Recipe,Mojito莫吉托,Mojito莫吉托,,Recipe,,饮料,3.0,,5分钟,2分钟,1杯,"经典鸡尾酒,古巴,低酒精度,薄荷清香",dishes\drink\Mojito莫吉托.md,,,,,,,,
201001157,Ingredient,青柠,青柠,,Ingredient,,蔬菜,,,,,,,,1,块,True,,,,,
201001158,Ingredient,薄荷叶,薄荷叶,,Ingredient,,蔬菜,,,,,,,,5,珠,True,,,,,
201001159,Ingredient,糖浆,糖浆,,Ingredient,,调料,,,,,,,,20,毫升,False,,,,,
201001160,Ingredient,金色朗姆酒,金色朗姆酒,,Ingredient,,其他,,,,,,,,45,毫升,True,,,,,
201001161,Ingredient,蓝天原味伏特加,蓝天原味伏特加,,Ingredient,,其他,,,,,,,,10,毫升,True,,,,,
201001162,Ingredient,冰块,冰块,,Ingredient,,其他,,,,,,,,1,杯,False,,,,,
201001163,Ingredient,苏打水,苏打水,,Ingredient,,其他,,,,,,,,1,杯,False,,,,,
201001164,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,将切成半块的青柠之一切成小块，放入海波杯，随后用研杵将其捣出汁,1.0,"切,捣","研杵,海波杯",30秒
201001165,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,用3-4珠薄荷叶沿着杯口涂抹，随后将其放入杯中,2.0,涂抹,海波杯,15秒
201001166,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,加入糖浆20ml,3.0,加,量杯,5秒
201001167,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,加入金色朗姆酒45ml,4.0,加,量杯,5秒
201001168,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,将剩下的半块青柠压出汁水放入杯中,5.0,压汁,压汁器,10秒
201001169,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,轻轻搅拌，使砂糖/糖浆处于半融合状态,6.0,搅拌,调酒棒,10秒
201001170,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,将打碎的冰块放入杯中，直到占杯中3/4,7.0,加冰,海波杯,10秒
201001171,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,加入冰镇苏打水直到刚好淹没碎冰,8.0,加,海波杯,5秒
201001172,CookingStep,步骤9,步骤9,,CookingStep,,,,,,,,,,,,,旋转搅拌半分钟,9.0,搅拌,调酒棒,30秒
201001173,CookingStep,步骤10,步骤10,,CookingStep,,,,,,,,,,,,,使用碎冰将海波杯补满,10.0,加冰,海波杯,5秒
201001174,CookingStep,步骤11,步骤11,,CookingStep,,,,,,,,,,,,,将剩下的一株薄荷叶拍醒，插入碎冰，作装饰,11.0,"拍醒,装饰",海波杯,10秒
201001175,Recipe,冬瓜茶,冬瓜茶,,Recipe,,饮料,2.0,,2小时以上（冷藏腌制）,1~2小时（熬制）,4-5人,"口感调整：冰糖用量可调甜度,冷藏保存1周内喝完",dishes\drink\冬瓜茶.md,,,,,,,,
201001176,Ingredient,冬瓜,冬瓜,,Ingredient,,蔬菜,,,,,,,,1000,g,True,,,,,
201001177,Ingredient,冰糖,冰糖,,Ingredient,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,300,g,False,,,,,
201001178,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,将冬瓜去皮，去籽，切成小块（每块不超过 4cm）。,1.0,切,"刀,案板",
201001179,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,冬瓜加入冰糖，搅拌均匀，盖上保鲜膜放冰箱冷藏 2 小时以上。,2.0,"搅拌,腌制","盆,保鲜膜,冰箱",2小时以上
201001180,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,此时冬瓜出了很多水，倒入锅中大火煮开，然后转中小火慢慢熬制 1~2 个小时，中途多搅拌防止糊锅。,3.0,"煮,熬制,搅拌","大锅,锅铲",1~2小时
201001181,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,使用过滤网将煮好的冬瓜茶液过滤，取出冬瓜块，只保留茶液。,4.0,过滤,过滤网,
201001182,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,将冬瓜茶液放凉后，倒入干净的容器中，放入冰箱冷藏即可。,5.0,冷却,"容器,冰箱",
201001183,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,熬好的冬瓜茶液是浓缩汁，根据个人喜好添加水或其他饮品，冷热皆宜。,6.0,稀释,,
201001184,Recipe,可乐桶,可乐桶,,Recipe,,饮料,2.0,,5分钟,0分钟,1杯（约900毫升）,可乐桶因冰块和可乐的口感掩盖了威士忌的酒味，因此不善酒力的人也容易在不知不觉中过量饮酒，请在保证个人与饮酒者的安全下调配,dishes\drink\可乐桶.md,,,,,,,,
201001185,Ingredient,波旁威士忌,波旁威士忌,,Ingredient,,其他,,,,,,,,100,毫升,True,,,,,
201001186,Ingredient,可口可乐,可口可乐,,Ingredient,,其他,,,,,,,,500,毫升,True,,,,,
201001187,Ingredient,冰块,冰块,,Ingredient,,其他,,,,,,,,300,克,False,,,,,
201001188,Ingredient,柠檬,柠檬,,Ingredient,,蔬菜,,,,,,,,1,个,False,,,,,
201001189,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,将柠檬对半切（刀方向垂直于柠檬的头尾连线），并从其中的一半中切取一片柠檬备用,1.0,切,刀,
201001190,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,再次将柠檬对半切，将得到的4角柠檬用压汁器压出柠檬汁置于容器中备用,2.0,"切,压汁","刀,手动压汁器",
201001191,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,将挤压过的柠檬置于容器中备用,3.0,,,
201001192,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,选择一个杯子，建议使用容量在大约1升的大型玻璃杯或铁皮酒桶,4.0,,大型玻璃杯或铁皮酒桶,
201001193,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,将冰块和挤压过的柠檬入杯中（可根据个人喜好设计柠檬与冰块的摆放）,5.0,,,
201001194,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,倒入15毫升柠檬汁（如果喜酸可以加多点或全加）,6.0,倒,,
201001195,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,沿杯壁缓慢倒入可口可乐至距离杯口3/4处（控制可乐和威士忌的比例约在5:1）,7.0,倒,,
201001196,CookingStep,步骤8,步骤8,,CookingStep,,,,,,,,,,,,,倒入威士忌直至满杯,8.0,倒,,
201001197,Recipe,奶茶,奶茶,,Recipe,,饮料,2.0,,0分钟,20-30分钟,1份,"保温冲泡,茶包均匀冲泡",dishes\drink\奶茶.md,,,,,,,,
201001198,Ingredient,袋泡红茶,袋泡红茶,,Ingredient,,其他,,,,,,,,4,克,True,,,,,
201001199,Ingredient,全脂奶粉,全脂奶粉,,Ingredient,,其他,,,,,,,,11.5,克,True,,,,,
201001200,Ingredient,砂糖,砂糖,,Ingredient,,调料,,,,,,,,6,克,False,,,,,
201001201,Ingredient,沸水,沸水,,Ingredient,,其他,,,,,,,,190,毫升,False,,,,,
201001202,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,取袋泡红茶2包放入杯中，加入180-200mL沸水。,1.0,冲泡,杯子,
201001203,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,等待20-30分钟。,2.0,浸泡,杯子,20-30分钟
201001204,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,称取11-12g奶粉和5-7g砂糖，分别加入前一步骤得到的液体中。,3.0,"称量,加入","电子秤,杯子",
201001205,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,搅拌均匀即可饮用。,4.0,搅拌,搅拌棒或勺子,
201001206,Recipe,杨枝甘露,杨枝甘露,,Recipe,,饮料,2.0,,10分钟,0分钟,1份,奇亚籽代替西谷米，免煮省时,dishes\drink\杨枝甘露.md,,,,,,,,
201001207,Ingredient,奇亚籽,奇亚籽,,Ingredient,,淀粉类,,,,,,,,24,g,True,,,,,
201001208,Ingredient,牛奶,牛奶,,Ingredient,,蛋白质,,,,,,,,50,ml,True,,,,,
201001209,Ingredient,冰块,冰块,,Ingredient,,其他,,,,,,,,2,小块,False,,,,,
201001210,Ingredient,芒果,芒果,,Ingredient,,蔬菜,,,,,,,,1,粒,True,,,,,
201001211,Ingredient,葡萄柚,葡萄柚,,Ingredient,,蔬菜,,,,,,,,0.5,粒,True,,,,,
201001212,Ingredient,椰奶,椰奶,,Ingredient,,蛋白质,,,,,,,,150,ml,True,,,,,
201001213,Ingredient,切丝芒果干,切丝芒果干,,Ingredient,,其他,,,,,,,,适量,,False,,,,,
201001214,Ingredient,切丝柳橙干,切丝柳橙干,,Ingredient,,其他,,,,,,,,适量,,False,,,,,
201001215,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,奇亚籽泡牛奶 10 分钟。,1.0,泡,杯子,10分钟
201001216,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,泡籽之时，把半粒芒果、葡萄柚去皮切丁，放入杯中。,2.0,"去皮,切丁","水果刀,杯子",
201001217,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,半粒芒果切小块放入调理机加冰块、椰奶打成泥。,3.0,"切,打泥","水果刀,调理机/果汁机",
201001218,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,倒入杯中，放上点缀材料（如有）。,4.0,"倒,放",杯子,
201001219,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,一边享用一边写代码！！,5.0,,,
201001220,Recipe,酸梅汤（半成品加工）,酸梅汤（半成品加工）,,Recipe,,饮料,1.0,,5分钟,5分钟,1份,"可冷藏后饮用,可省略方糖,可省略二锅头,饮酒勿驾车",dishes\drink\酸梅汤（半成品加工）.md,,,,,,,,
201001221,Ingredient,饮用水,饮用水,,Ingredient,,其他,,,,,,,,1177,克,True,,,,,
201001222,Ingredient,酸梅晶固体饮料,酸梅晶固体饮料,,Ingredient,,调料,,,,,,,,120,克,True,,,,,
201001223,Ingredient,方糖,方糖,,Ingredient,,调料,,,,,,,,9,克,False,,,,,
201001224,Ingredient,北京二锅头酒,北京二锅头酒,,Ingredient,,调料,,,,,,,,48,克,False,,,,,
201001225,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,取饮用水 1177 克。,1.0,,量杯或电子秤,30秒
201001226,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,放入酸梅晶固体饮料 60 克，使用汤匙顺时针搅拌 50 圈。,2.0,搅拌,汤匙,1分钟
201001227,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,再放入剩下 60 克酸梅晶固体饮料，再次使用汤匙顺时针搅拌 50 圈。,3.0,搅拌,汤匙,1分钟
201001228,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,放入 9 克的方糖，使用汤匙顺时针搅拌 100 圈。,4.0,搅拌,汤匙,1.5分钟
201001229,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,放入北京二锅头酒 48 克，用汤匙顺时针搅拌 30 圈。,5.0,搅拌,汤匙,30秒
201001230,Recipe,长岛冰茶,长岛冰茶,,Recipe,,饮料,2.0,,5分钟,0分钟,1杯,"不含茶却有冰茶口感,酒精度约15%,口感柔和易接受",dishes\drink\长岛冰茶.md,,,,,,,,
201001231,Ingredient,金酒,金酒,,Ingredient,,其他,,,,,,,,15,毫升,True,,,,,
201001232,Ingredient,龙舌兰酒,龙舌兰酒,,Ingredient,,其他,,,,,,,,15,毫升,True,,,,,
201001233,Ingredient,伏特加,伏特加,,Ingredient,,其他,,,,,,,,15,毫升,True,,,,,
201001234,Ingredient,白朗姆酒,白朗姆酒,,Ingredient,,其他,,,,,,,,15,毫升,True,,,,,
201001235,Ingredient,橙味甜酒,橙味甜酒,,Ingredient,,其他,,,,,,,,15,毫升,True,,,,,
201001236,Ingredient,柠檬,柠檬,,Ingredient,,蔬菜,,,,,,,,1,个,True,,,,,
201001237,Ingredient,柠檬汁,柠檬汁,,Ingredient,,调料,,,,,,,,30,毫升,False,,,,,
201001238,Ingredient,枫糖浆,枫糖浆,,Ingredient,,调料,,,,,,,,20,毫升,False,,,,,
201001239,Ingredient,可乐,可乐,,Ingredient,,其他,,,,,,,,75,毫升,True,,,,,
201001240,Ingredient,冰块,冰块,,Ingredient,,其他,,,,,,,,100,克,False,,,,,
201001241,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,柠檬对半切，挤出30ml柠檬汁至杯中,1.0,"切,挤","刀,杯子",30秒
201001242,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,依次向杯中加入15ml金酒、15ml龙舌兰酒、15ml伏特加、15ml白朗姆酒、15ml橙味甜酒,2.0,倒,"量杯,杯子",30秒
201001243,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,向杯中缓慢倒入20ml枫糖浆，边倒边搅拌,3.0,"倒,搅拌","量杯,搅拌棒,杯子",20秒
201001244,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,向杯中加入75ml可乐,4.0,倒,"量杯,杯子",10秒
201001245,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,向杯中加入冰块直至满杯,5.0,加,杯子,10秒
201001246,CookingStep,步骤6,步骤6,,CookingStep,,,,,,,,,,,,,轻轻搅拌20秒,6.0,搅拌,"搅拌棒,杯子",20秒
201001247,CookingStep,步骤7,步骤7,,CookingStep,,,,,,,,,,,,,开始享用,7.0,,,
201001248,Recipe,冰粉,冰粉,,Recipe,,饮料,2.0,豫菜,30分钟,2.5小时静置成型,5人,"观察颜色和粘度变化,颜色过浅或水不黏需增加冰粉籽或延长揉搓时间",dishes\drink\冰粉\冰粉.md,,,,,,,,
201001249,Ingredient,冰粉籽,冰粉籽,,Ingredient,,淀粉类,,,,,,,,200,克,True,,,,,
201001250,Ingredient,凉白开,凉白开,,Ingredient,,其他,,,,,,,,2000,毫升,True,,,,,
201001251,Ingredient,薄荷汁,薄荷汁,,Ingredient,,调料,,,,,,,,10,毫升,False,,,,,
201001252,Ingredient,薄荷粉,薄荷粉,,Ingredient,,调料,,,,,,,,10,克,False,,,,,
201001253,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,将凉白开倒入盆中,1.0,,盆,
201001254,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,将冰粉籽全部用纱布包起来，开口处打结,2.0,包,纱布,
201001255,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,将包好的冰粉籽放入凉白开中，在凉白开中用力揉搓6分钟,3.0,揉搓,盆,6分钟
201001256,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,将凉白开放置2.5小时，即可成型,4.0,静置,盆,2.5小时
201001257,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,用勺子将石凉粉装进一次性透明塑料杯中，加入10ml薄荷汁或10g薄荷粉，再放入遇水发光冰块，用勺子慢慢搅拌均匀,5.0,"装杯,搅拌","勺子,一次性透明塑料杯",
201001258,Recipe,奇异果菠菜特调,奇异果菠菜特调,,Recipe,,饮料,1.0,,5分钟,1分钟,1人份,"糖量可调,自制饮料,宜家仿制",dishes\drink\奇异果菠菜特调\奇异果菠菜特调.md,,,,,,,,
201001259,Ingredient,饮用水,饮用水,,Ingredient,,其他,,,,,,,,700,毫升,True,,,,,
201001260,Ingredient,奇异果,奇异果,,Ingredient,,其他,,,,,,,,2,个,True,,,,,
201001261,Ingredient,苹果,苹果,,Ingredient,,其他,,,,,,,,0.5,个,True,,,,,
201001262,Ingredient,菠菜叶,菠菜叶,,Ingredient,,蔬菜,,,,,,,,4,叶,True,,,,,
201001263,Ingredient,白砂糖,白砂糖,,Ingredient,,调料,,,,,,,,12,克,False,,,,,
201001264,CookingStep,步骤1,步骤1,,CookingStep,,,,,,,,,,,,,将猕猴桃切成两半，每半再分四份小块,1.0,切,刀,1分钟
201001265,CookingStep,步骤2,步骤2,,CookingStep,,,,,,,,,,,,,将苹果切丁,2.0,切,刀,30秒
201001266,CookingStep,步骤3,步骤3,,CookingStep,,,,,,,,,,,,,将菠菜叶去梗，只留叶子部分,3.0,去梗,手,30秒
201001267,CookingStep,步骤4,步骤4,,CookingStep,,,,,,,,,,,,,将菠菜切碎,4.0,切,刀,30秒
201001268,CookingStep,步骤5,步骤5,,CookingStep,,,,,,,,,,,,,一起倒入榨汁机搅拌杯,5.0,倒入,榨汁机,10秒
